Postcode,A,B,C,D,E,F,G,H,I,J,K,L,M,N,A01,A02,A03,A04,B05,B06,B07,C08,C09,C10,D11,D12,D13,E14,E15,E16,F17,F18,F19,G20,G21,G22,G23,H24,H25,H26,H27,I28,I29,I30,J31,J32,J33,J34,K35,K36,K37,L38,L39,L40,L41,L42,M43,M44,M45,M46,M47,N48,N49,N50,N51
2715,,,,,,,,,5,2,,14,7,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,,,,14,,,,,,,,,7,6,10,31,366
2716,,,,,,,,1,6,3,,4,7,394,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,,,,3,,,,4,,,,,,,,,7,9,70,10,305
2717,,,,,7,,,22,3,74,,8,22,657,,,,,,,,,,,,,,,,7,,,,,,,,,,,22,,,3,,,,74,,,,8,,,,,,1,3,,18,336,10,22,289
2720,,7,,6,8,,,285,548,378,,881,693,885,,,,,,,7,,,,,,6,,,8,,,,,,,,,,,285,12,1,535,,,,378,,,,648,,178,,55,,2,14,,677,553,45,86,201
2721,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,110,,16
2722,,,,1,10,,,21,59,134,,64,47,1381,,,,,,,,,,,,,1,,,10,,,,,,,,,,,21,,,59,,,,134,,,,57,,7,,,,,,,47,187,513,116,565
2725,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,74,9,86
2726,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,46,1,
2727,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,213,1,18
2729,,,,1,2,,,1,7,62,,11,19,680,,,,,,,,,,,,,1,,,2,,,,,,,,,,,1,,,7,,,,62,,,,11,,,,,,,,,19,44,289,48,299
2730,,,,,,,,7,2,11,,11,10,688,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2,,,,11,,,,11,,,,,,,,,10,48,155,25,460
2731,,53,,109,65,,,433,868,42,182,184,541,330,,,,,,,53,,,,,,109,,4,61,,,,,,,,4,,,429,23,3,842,,,,42,,182,,87,,97,,,,24,36,103,378,229,70,28,3
2732,,,,,,,,6,10,81,,6,21,744,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,10,,,,81,,,,3,,3,,,,,,,21,15,110,192,427
2733,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,,146
2734,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,130,,
2735,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,,101
2736,,,,,,,,2,,15,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,15,,,,,,,,,,,,,,3,67,10,92
2737,,,,,,,,15,18,66,,42,6,258,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,18,,,,66,,,,42,,,,,,,,,6,12,114,6,126
2738,,1,,,88,,,47,379,16,3,59,28,336,,,,,,,1,,,,,,,,3,85,,,,,,,,,,,47,2,,377,,,,16,,3,,59,,,,,,1,3,,24,275,60,1,
2739,,,,,17,,,66,118,136,,81,22,195,,,,,,,,,,,,,,,,17,,,,,,,,,,,66,1,,117,,,,136,,,,81,,,,,,,5,,17,176,,7,12
2745,1,4149,,69,4363,57,,150,1251,,867,,137,45,,,,1,1231,7,2911,,,,50,,19,2290,615,1458,1,56,,,,,,149,,,1,345,900,6,,,,,,827,40,,,,,,,26,66,45,,45,,,
2747,,2998,,23,759,1154,310,2063,5704,295,4986,683,1047,37,,,,,1597,,1401,,,,12,,11,18,142,599,,1154,,,,310,,660,173,1224,6,2501,3202,1,,93,202,,1,3129,1856,4,151,527,,1,4,626,415,2,,37,,,
2748,4,1,,,701,,,,5,,6,,1,21,,,,4,,1,,,,,,,,63,106,532,,,,,,,,,,,,4,1,,,,,,,6,,,,,,,,1,,,,21,,,
2749,,1985,,14,865,5,,36,2047,17,415,410,99,1,,,,,572,,1413,,,,13,,1,117,120,628,,5,,,,,,26,10,,,744,1303,,,11,6,,,413,2,,22,,,388,,80,19,,,1,,,
2750,2,1631,,447,1010,45,3387,1335,6652,19,3342,1425,2658,120,,,,2,18,81,1532,,,,408,,39,632,329,49,3,26,16,9,,3378,,478,14,793,50,2599,4049,4,,4,15,,1,1305,2036,6,133,1184,,102,1,911,950,781,15,120,,,
2752,,414,,13,866,,,303,487,109,155,6,44,12,,,,,8,1,405,,,,9,,4,98,90,678,,,,,,,,275,19,,9,251,214,22,,,109,,,152,3,6,,,,,,24,19,,1,12,,,
2753,,376,,41,2662,,238,329,1609,15,600,274,1071,40,,,,,8,1,367,,,,21,,20,41,165,2456,,,,,,238,,197,,,132,864,716,29,,,15,,,359,241,4,,270,,,,465,462,127,17,40,,,
2754,,130,,191,706,,1,308,750,6,997,21,359,13,,,,,,4,126,,,,162,,29,11,90,605,,,,,,1,,163,,,145,342,389,19,,,6,,,923,74,8,5,8,,,,185,165,6,3,13,,,
2756,5,1912,,36,4431,,,597,3715,98,917,607,686,661,,,,5,183,10,1719,,,,28,,8,546,548,3337,,,,,,,,281,211,,105,1610,2091,14,,17,81,,,712,205,42,334,222,,9,6,289,377,,14,660,,1,
2757,,8,,10,261,,,1,53,,8,,9,7,,,,,,2,6,,,,9,,1,,18,243,,,,,,,,1,,,,19,31,3,,,,,,8,,,,,,,,1,8,,,7,,,
2758,,75,,212,2185,,,10,275,,156,,49,503,,,,,,28,47,,,,204,,8,32,215,1938,,,,,,,,6,,,4,138,129,8,,,,,,155,1,,,,,,,11,38,,,498,,5,
2759,,1320,,28,361,,,8,2778,3133,611,102,183,7,,,,,18,,1302,,,,5,,23,269,91,1,,,,,,,,7,1,,,638,2140,,,3133,,,,611,,,102,,,,8,160,14,1,,7,,,
2760,,629,,172,14,883,19,1685,2044,1028,2349,3761,1515,3,,,,,145,,484,,,,1,,171,3,6,5,,883,,,,19,,645,26,963,51,970,1074,,,755,273,,,254,2095,1,3477,260,10,13,801,282,404,19,9,3,,,
2761,,1832,,,93,,,538,62,7916,12,44,157,2,,,,,1796,,36,,,,,,,54,32,7,,,,,,,,536,1,,1,15,47,,,7916,,,,3,9,,44,,,,148,,8,1,,2,,,
2762,,5186,,16,225,4,358,2573,259,445,238,48,35,35,,,,,5145,1,40,,,,16,,,19,44,162,,4,,,358,,,162,,2410,1,110,148,1,,445,,,,198,40,,26,,,22,8,5,22,,,35,,,
2763,,4915,,31,717,68,20,649,368,3965,301,172,202,3,,,,,4657,9,249,,,,22,9,,620,91,6,,68,,,20,,,114,,535,,125,243,,,3965,,,,279,22,,169,3,,,165,14,23,,,3,,,
2765,1,13077,,58,4301,262,1,707,951,595,2913,226,358,113,,,1,,12831,9,237,,,,16,11,31,46,636,3619,,262,,,,1,,697,,,10,503,446,2,,595,,,,1768,1145,3,168,10,,45,4,92,227,34,1,113,,,
2766,,54,,1,32,139,,243,257,3777,99,68,502,39,,,,,41,,13,,,,1,,,12,17,3,,139,,,,,,132,1,110,,101,156,,,3777,,,,54,45,,68,,,,345,49,91,17,,39,,,
2767,,1767,,1,486,,,107,206,3044,46,1272,551,,,,,,1760,1,6,,,,1,,,459,27,,,,,,,,,68,,39,,97,109,,,3044,,,,46,,,844,6,11,411,460,15,69,7,,,,,
2768,42,6549,,,1676,3,,4,6,151,6,8,387,,,,,42,6540,5,4,,,,,,,1549,127,,3,,,,,,,4,,,,,6,,,151,,,,6,,,8,,,,11,,,376,,,,,
2769,1,5312,,,109,,,10,1,2,,,,,,,,1,5312,,,,,,,,,53,55,1,,,,,,,,10,,,,1,,,,2,,,,,,,,,,,,,,,,,,,
2770,,120,,1,50,25,,2218,342,5471,171,11809,908,,,,,,40,,80,,,,1,,,20,28,2,,25,,,,,,98,61,2057,2,62,280,,,5446,25,,,35,136,3,9603,107,140,1956,693,11,191,5,8,,,,
2773,1,393,,680,756,17,,18,148,,117,,45,,,,,1,9,364,20,,,,678,,2,568,168,20,17,,,,,,,15,,,3,15,133,,,,,,,117,,,,,,,,,45,,,,,,
2774,,834,,917,597,1,,59,1757,,537,,177,1,,,,,8,655,171,,,,903,,14,239,236,122,1,,,,,,,54,,,5,466,1278,13,,,,,,512,25,,,,,,,48,129,,,1,,,
2775,,,,36,78,,,66,13,2,40,1,94,948,,,,,,,,,,,,,36,,9,69,,,,,,,,16,,,50,,2,11,,,2,,,40,,,,1,,,,28,63,,3,454,,494,
2776,,96,,193,161,,,4,857,,182,1,61,24,,,,,,67,29,,,,192,,1,15,58,88,,,,,,,,4,,,,267,560,30,,,,,,182,,1,,,,,,31,30,,,24,,,
2777,,596,,1008,759,1,,154,2832,,711,31,752,12,,,,,,279,317,,,,919,,89,64,290,405,,,1,,,,,102,,,52,725,2051,56,,,,,1,679,31,,,31,,,,132,393,224,3,12,,,
2778,,17,,165,60,,,9,373,,314,,85,50,,,,,,10,7,,,,157,,8,,23,37,,,,,,,,6,,,3,147,186,40,,,,,,314,,,,,,,,43,41,,1,47,,3,
2779,,44,,85,66,,,23,1492,,177,1,254,22,,,,,,20,24,,,,76,,9,,24,42,,,,,,,,10,,,13,606,733,153,,,,,,177,,1,,,,,,145,107,,2,21,,1,
2780,3,4,,3442,87,31,246,683,831,,261,491,1776,26,,,3,,,4,,,,,67,,3375,2,59,26,31,,,,,246,,367,,,316,403,70,358,,,,,1,85,175,96,,395,,,,409,1276,61,30,25,,1,
2782,,34,,1400,81,11,,105,645,,162,2,738,35,,,,,,18,16,,,,405,,995,,67,14,11,,,,,,,77,,,28,353,166,126,,,,,,160,2,2,,,,,,219,519,,,34,,1,
2783,,14,,28,11,,,91,655,,166,2,335,15,,,,,,,14,,,,14,,14,,7,4,,,,,,,,32,,,59,321,187,147,,,,,,161,5,2,,,,,,175,158,,2,15,,,
2784,,,,40,13,,,35,282,,102,2,166,45,,,,,,,,,,,7,,33,,7,6,,,,,,,,17,,,18,124,63,95,,,,,,102,,2,,,,,,110,55,,1,42,,3,
2785,,,,1445,17,,2,266,267,,24,4,891,183,,,,,,,,,,,4,,1441,,9,8,,,,,,2,,145,,,121,179,8,80,,,,,,15,9,,,4,,,,211,680,,,183,,,
2786,,,,189,2,,,110,169,,2,10,200,303,,,,,,,,,,,,,189,,,2,,,,,,,,3,,,107,85,1,83,,,,,,2,,10,,,,,,52,146,,2,189,,114,
2787,,14,,,12,,,218,172,68,2,366,280,954,,,,,,,14,,,,,,,,1,11,,,,,,,,,,,218,1,1,170,,,1,67,,2,,345,,21,,,,1,4,,275,773,74,98,9
2790,,158,,229,126,,,837,538,42,65,2050,2147,1667,,,,,,,158,,,,,,229,,9,117,,,,,,,,8,,,829,19,35,484,,,4,38,,65,,1174,,731,,145,,29,145,4,1969,1452,5,184,26
2791,,,,,4,,,131,,,3,,2,233,,,,,,,,,,,,,,,,4,,,,,,,,,,,131,,,,,,,,,3,,,,,,,,,,,2,112,30,85,6
2792,,,,,,,,95,,3,,,5,362,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,3,,,,,,,,,,,,,5,129,97,65,71
2793,,,,,,,,1,1,4,1,,1,702,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,4,,1,,,,,,,,,,,1,129,195,33,345
2794,,,,14,24,,,274,442,1824,16,610,583,1381,,,,,,,,,,,1,,13,,2,22,,,,,,,,,,,274,1,2,439,,,,1824,,16,,470,,76,,64,,14,18,1,550,652,500,93,136
2795,,1276,,82,761,10,3,1901,4815,80,839,4350,2044,4748,,,,,,,1276,,,,36,,46,,102,659,,6,4,,,3,,21,348,,1532,339,231,4245,,,10,70,,773,66,1851,,2203,,296,,286,245,98,1415,3874,280,500,94
2797,,,,,,,,1,4,,,3,1,267,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,3,,,,,,,,,1,79,57,79,52
2798,,,,1,66,,,17,243,1,,63,40,607,,,,,,,,,,,,,1,,,66,,,,,,,,,,,17,11,,232,,,,1,,,,63,,,,,,3,8,,29,573,20,14,
2799,,1,,3,1,,,221,336,44,2,509,372,749,,,,,,,1,,,,,,3,,,1,,,,,,,,,1,,220,3,,333,,,,44,,2,,490,,19,,,,,4,,368,553,18,102,76
2800,,1369,,278,1598,327,24,1617,6645,270,398,4307,2855,2410,,,,,,,1369,,,,49,,229,,85,1513,,327,,,,24,,52,38,,1527,669,232,5744,,,4,266,,387,11,1925,,1788,,594,,681,643,77,1454,2332,4,41,33
2803,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,66,2,38
2804,,,,1,,,,17,27,215,,40,39,893,,,,,,,,,,,,,1,,,,,,,,,,,,,,17,,,27,,,,215,,,,40,,,,,,,,,39,201,316,104,272
2805,,,,,1,,,,,,,,,175,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,116,4,29
2806,,,,,,,,3,2,10,,1,3,322,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,10,,,,1,,,,,,,,,3,36,103,47,136
2807,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83,4,61
2808,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,86,9,65
2809,,,,,,,,,,1,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,66,2,64
2810,,,,6,28,,,18,8,605,,38,99,1271,,,,,,,,,,,,,6,,,28,,,,,,,,,,,18,,,8,,,,605,,,,22,,16,,,,,,,99,76,668,53,474
2817,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,142,,67
2818,,,,,8,,,96,42,86,1,31,19,309,,,,,,,,,,,,,,,,8,,,,,,,,,,,96,,,42,,,,86,,1,,31,,,,,,,,,19,185,46,26,52
2820,,,,,,,,27,102,1853,1,251,71,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,102,,,,1853,,1,,132,,61,,58,,,1,4,66,303,787,23,425
2821,,,,,2,,,73,124,909,,264,159,465,,,,,,,,,,,,,,,,2,,,,,,,,,,,73,1,,123,,,,909,,,,239,,2,,23,,,,,159,162,225,9,69
2822,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,71,3,1
2823,,,,,,,,,,4,,4,5,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,,,,,,5,1,29,7,295
2824,,,,,1,,,14,10,753,,15,18,376,,,,,,,,,,,,,,,,1,,,,,,,,,,,14,,,10,,,,753,,,,15,,,,,,,,,18,44,277,5,50
2825,,,,,,,,23,19,840,,14,19,86,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,19,,,,840,,,,14,,,,,,,,,19,10,51,1,24
2826,,,,,,,,,,18,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,1,85,1,41
2827,,,,,,,,11,12,861,,37,23,778,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,12,,,,861,,,,36,,,,1,,,,6,17,78,473,11,216
2828,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,242,,173
2829,,,,,,,,6,4,1329,,21,4,496,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,4,,,,1329,,,,21,,,,,,,,,4,15,464,3,14
2830,,367,,58,831,146,34,2692,4695,337,820,5353,2524,2232,,,,,,,367,,,,5,,53,,40,791,,146,,,,34,,6,576,,2110,124,31,4540,,,38,299,,820,,3762,,1365,,226,,331,134,159,1900,2049,129,49,5
2831,,,,,,,,9,163,14,1,25,5,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,163,,,,14,,1,,25,,,,,,,,,5,130,606,22,304
2832,,,,,,,,4,,103,,61,,793,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,82,,,21,,,,4,,,,57,,,,,,4,296,2,491
2833,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,,269
2834,,,,,,,,1,1,60,,14,4,739,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,59,,,,14,,,,,,,,,4,2,63,18,656
2835,,,,,5,,,83,12,1604,,34,35,699,,,,,,,,,,,,,,,,5,,,,,,,,,,,83,,,12,702,,,902,,,,34,,,,,,,,,35,18,378,2,301
2836,,,,,,,,,,27,,15,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,26,,,,,,,,15,,,,,,1,74,,366
2838,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,118
2839,,,,,,,,,1,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,9,127,,263
2840,,,,,,,,9,2,1049,,4,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2,2,,,1047,,,,4,,,,,,,,,,28,366,17,148
2842,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,146
2843,,,,1,,,,1,2,29,,3,6,507,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,,29,,,,3,,,,,,,,,6,7,123,38,339
2844,,,,,,,,6,2,19,,1,2,627,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,2,,,,19,,,,1,,,,,,,,,2,105,186,18,318
2845,,5,,,,,,34,192,36,,259,126,70,,,,,,,5,,,,,,,,,,,,,,,,,,1,,33,9,1,182,,,,36,,,,259,,,,,,6,1,,119,52,,16,2
2846,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,7,48,6
2847,,,,,2,,,32,38,143,,158,203,445,,,,,,,,,,,,,,,,2,,,,,,,,,,,32,,,38,,,,143,,,,153,,5,,,,1,,,202,200,,194,51
2848,,,,2,,,,16,2,390,,31,79,285,,,,,,,,,,,,,2,,,,,,,,,,,,,,16,,,2,,,,390,,,,28,,3,,,,,,,79,31,,83,171
2849,,,,4,,,,18,9,5,,22,64,718,,,,,,,,,,,,,4,,,,,,,,,,,,,,18,1,,8,,,,5,,,,22,,,,,,,1,,63,362,144,198,14
2850,,255,,52,300,4,,771,2181,98,152,1002,772,4339,,,,,,,255,,,,,,52,,28,272,,4,,,,,,6,11,,754,123,16,2042,68,,1,29,,152,,787,,198,,17,,32,181,,559,3501,284,487,67
2852,,,,1,13,,,74,218,51,1,352,212,849,,,,,,,,,,,,,1,,,13,,,,,,,,,,,74,3,,215,,,,51,,1,,349,,3,,,,,3,,209,719,103,20,7
2864,,,,,,,,5,5,2,,18,8,326,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,2,,,,18,,,,,,,,,8,86,104,79,57
2865,,,,,,,,3,11,9,,12,10,339,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,11,,,,9,,,,12,,,,,,,,,10,107,87,57,88
2866,,,,1,11,,,33,169,35,,190,110,733,,,,,,,,,,,,,1,,1,10,,,,,,,,,1,,32,,,169,,,1,34,,,,190,,,,,,,2,,108,418,198,42,75
2867,,,,,,,,,,,,1,1,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,16,147,21,114
2868,,,,,1,,,,,,,,,312,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,127,7,149
2869,,,,,,,,,,6,,1,3,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,,,3,4,197,5,334
2870,,,,3,43,,,433,905,1612,4,1107,585,879,,,,,,,,,,,,,3,,1,42,,,,,,,,,,,433,4,,901,,,,1612,,4,,885,,202,,20,,4,10,49,522,507,281,17,74
2871,,,,8,9,,,394,386,1303,1,563,391,1179,,,,,,,,,,,,,8,,,9,,,,,,,,1,,,393,3,,383,,,,1303,,1,,386,,112,,65,,3,24,,364,504,544,52,79
2873,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,282,,215
2874,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79,1,111
2875,,,,,,,,,,,,,1,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,258,10,218
2876,,,,,,,,,1,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,24,127,,36
2877,,,,,,,,13,56,892,,100,25,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,56,,,,892,,,,62,,,,38,,,2,,23,48,867,10,137
2878,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,213
2879,,,,,,,,,,50,,1,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,1,,,,,,,,,,1,40,,329
2880,,,,2,2,,,135,133,8869,,194,248,305,,,,,,,,,,,,,2,,,2,,,,,,,,,,,135,,,133,1,,,8868,,,,189,,5,,,,,2,1,245,28,180,1,96
2900,,,7,98,,441,757,55,3,,314,,434,,,,,,,,,,,7,98,,,,,,2,,439,757,,,,55,,,,,3,,,,,,7,94,213,,,,,,,8,99,327,,,,,
2902,297,1194,,1327,130,325,1,68,1663,,989,,352,,,297,,,10,1142,42,,,,1327,,,27,102,1,30,,295,1,,,,68,,,,710,953,,,,,,,803,186,,,,,,,57,224,71,,,,,
2903,3,902,,1045,180,61,2,59,720,,588,130,77,,,3,,,1,883,18,,,,1045,,,84,96,,13,,48,2,,,,59,,,,247,473,,,,,,,551,37,,,130,,,,3,74,,,,,,
2904,156,794,,1098,1029,170,,83,616,,753,,335,,,156,,,8,656,130,,,,1098,,,878,151,,29,,141,,,,,83,,,,196,420,,,,,,,704,49,,,,,,,16,94,225,,,,,
2905,,2683,,408,802,168,,306,4161,50,1789,,604,,,,,,309,254,2120,,,,408,,,659,143,,5,,163,,,,,296,10,,,1659,2502,,,32,18,,,1330,459,,,,,,,148,319,137,,,,,
2906,2,1383,,254,1407,10,,206,1815,1,1334,8,369,,,2,,,188,80,1115,,,,253,,1,1253,154,,7,1,2,,,,,205,1,,,1084,730,1,,,1,,,1159,175,,,8,,,,69,214,86,,,,,
2911,,1153,,1,,459,149,2,1,,7,,1,,,,,,1151,2,,,,,1,,,,,,1,42,416,149,,,,2,,,,,1,,,,,,4,2,1,,,,,,,,1,,,,,,
2912,12,1309,,24,76,189,2262,19,10,,136,,1,,,10,2,,1258,49,2,,,,24,,,48,28,,25,1,163,2262,,,,19,,,,3,7,,,,,,66,49,21,,,,,,,,1,,,,,,
2913,716,5112,,932,1093,3058,1166,241,1458,,1934,,284,,,716,,,3931,1116,65,,,,932,,,877,215,1,892,1032,1134,1166,,,,241,,,,1040,418,,,,,,10,1499,425,,,,,,,19,104,161,,,,,
2914,108,6893,,188,386,2287,577,176,147,,893,,21,,,108,,,6296,545,52,,,,188,,,223,162,1,1024,899,364,577,,,,71,,105,,66,81,,,,,,21,853,19,,,,,,,,21,,,,,,
3000,5,,7717,,,6,31019,1,,,,,,,,,5,,,,,,797,6920,,,,,,,,,6,,,,31019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,675,,2646,,,24,220,1,,,,,,,,2,673,,,,,128,548,1970,,,,,,,24,,,219,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,6,,4521,,,,1249,,,,12,,,,,,6,,,,,,956,3565,,,,,,,,,,202,,,1047,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,
3004,335,,7547,,,14,91,,,,,9,,,,,335,,,,,51,148,7348,,,,,,,14,,,91,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,
3006,152,,16551,,,,2137,,,,1,,,,,,152,,,,,38,74,16439,,,,,,,,,,,,,2137,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3008,63,,9203,,,,1057,8,,,21,,,1,,,63,,,,,163,399,8641,,,,,,,,,,344,,,713,8,,,,,,,,,,,11,,10,,,,,,,,,,,1,,,
3011,10,34,921,52,2,2124,6041,911,,,3962,321,23,,,,2,8,,34,,,921,,4,48,,,2,,535,,1589,5737,4,20,280,9,,902,,,,,,,,,3892,,70,,1,21,299,,,,20,3,,,,,
3012,,559,,328,47,4930,973,1105,29,41,4301,35,754,,,,,,63,496,,,,,94,234,,3,44,,1317,,3613,973,,,,573,,532,,13,16,,,41,,,2823,,1478,,31,4,,,553,33,164,4,,,,,
3013,76,913,1010,906,20,2864,156,13,21,,1123,,31,,,14,23,39,5,908,,,1010,,320,586,,,20,,1792,,1072,156,,,,13,,,,11,10,,,,,,1108,1,14,,,,,,,1,30,,,,,,
3015,167,1477,5,959,61,4529,8,21,14,,746,,42,,4,27,12,124,8,1469,,,5,,110,849,,18,43,,3354,,1175,8,,,,21,,,,8,6,,,,,,720,,26,,,,,,,1,41,,,,,,
3016,1857,350,,873,64,3679,178,11,2,,297,59,205,,88,532,84,1153,,350,,,,,60,813,,42,22,,3034,,645,177,,1,,11,,,,1,1,,,,,,270,,27,,,,59,,,,188,17,,,,,
3018,36,509,,1702,97,1535,,375,450,,824,,676,2,,,4,32,,509,,,,,816,885,1,6,91,,412,,1123,,,,,375,,,,269,181,,,,,,401,250,173,,,,,,,185,486,4,1,2,,,
3019,,18,,27,27,355,100,686,9,327,731,802,1281,,,,,,2,16,,,,,,27,,4,23,,54,,301,,,100,,325,,361,,4,5,,,327,,,28,2,701,,744,25,33,,1166,,86,29,,,,,
3020,,187,,67,69,424,47,1800,202,1046,974,4452,9251,,,,,,78,109,,,,,4,62,1,2,67,,26,260,138,2,,,45,752,,1047,1,60,142,,,1042,4,,32,25,917,,4042,410,,,8967,9,216,54,5,,,,
3021,,20,,7,34,99,,1347,438,990,256,6716,10406,,,,,,2,17,1,,,,1,6,,17,17,,5,,94,,,,,750,2,576,19,187,251,,,961,29,,2,58,196,,6567,149,,,10142,82,141,41,,,,,
3022,,1,,1,,3,,154,20,25,52,424,648,,,,,,,1,,,,,,1,,,,,,,3,,,,,153,,,1,14,6,,,24,1,,,1,51,,424,,,,611,6,31,,,,,,
3023,,7420,,28,231,1286,21,668,1010,5848,833,1839,3123,4,,,,,3156,6,4258,,,,4,9,15,92,139,,3,1072,211,20,,,1,319,339,7,3,287,723,,,5746,102,,2,656,175,,1799,40,,,2499,58,156,409,1,4,,,
3024,,1707,,1,14,6770,,2759,588,1626,255,42,130,375,,,,,143,,1564,,,,,,1,2,3,9,,6770,,,,,,66,2608,,85,276,310,2,,192,1434,,,74,181,14,4,24,,,3,84,43,,,375,,,
3025,,442,,129,30,335,,463,528,35,628,287,2560,,,,,,1,441,,,,,43,86,,4,26,,179,,156,,,,,462,,,1,356,172,,,35,,,74,23,531,,166,,120,1,2189,48,273,50,,,,,
